

Results from query to  NASA/IPAC Extragalactic Database (NED),
which is operated by the Jet Propulsion Laboratory, California Institute of
Technology, under contract with the National Aeronautics and Space Administration.
This work was (partially) supported by the US National Virtual Observatory
development project, which is funded by the National Science Foundation
under cooperative agreement AST0122449 with The Johns Hopkins University.



queryDateTime:2015-08-18T07:55:14PDT



Main Information Table for All Sky, chosen by params



Equinox:J2000.0



CoordSystem:Equatorial

No.|Object Name|RA(deg)|DEC(deg)|Type|Velocity|Redshift|Redshift Flag|Magnitude and Filter|Distance (arcmin)|References|Notes|Photometry Points|Positions|Redshift Points|Diameter Points|Associations
20014|2MASX J12034435+0150095|180.93490 |   1.83598 |G|  5803| 0.019357 |    |15.3g|  0.000|21|0|54|4|6|10|0
20015|SDSS J120345.05+273701.9|180.93775 |  27.61722 |G|  3354| 0.011188 |    |16.7g|  0.000|4|0|0|0|3|0|2
20016|2MASX J12034684-5338164|180.94529 | -53.63781 |G|  4389| 0.014640 |    |14.1J|  0.000|1|0|9|0|1|2|0
20017|UGC 07037|180.95312 |   4.22180 |G|  5598| 0.018673 |    |14.7g|  0.000|26|0|52|6|7|14|0
20018|NGC 4058|180.95442 |   3.54822 |G|  5800| 0.019347 |    |14.07|  0.000|23|0|15|3|4|7|1
20019|UGC 07041|180.95704 |  29.71547 |G|  3163| 0.010551 |    |15.4g|  0.000|21|2|16|3|5|6|0
20020|LCRS B120117.2-032552|180.96283 |  -3.70960 |G|  3907| 0.013033 |    |16.1g|  0.000|13|0|61|6|4|10|0
20021|UGCl 249|180.96556 |   1.57162 |GClstr|  5580| 0.018613 |    |     |  0.000|2|0|0|0|0|0|0
20022|SDSS J120351.92+015009.8|180.96639 |   1.83608 |G|  5717| 0.019070 |    |17.9g|  0.000|8|0|29|3|2|4|0
20023|AGC 749227|180.96958 |  26.01278 |RadioS|  4173| 0.013920 |    |     |  0.000|1|0|0|0|1|0|0
20024|UGC 07040|180.97288 |  25.43249 |G|  3234| 0.010787 |    |14.1 |  0.000|35|2|14|5|7|5|9
20025|2MASX J12035372+2526027|180.97376 |  25.43383 |G|  3243| 0.010816 |    |14.7g|  0.000|3|0|28|1|0|6|3
20026|LDCE 0862|180.97542 |  17.23806 |GGroup|  4157| 0.013866 |    |     |  0.000|1|0|0|0|1|0|0
20027|SDSS J120357.54+015739.0|180.98977 |   1.96086 |G|  5541| 0.018483 |    |17.4g|  0.000|9|0|37|4|3|8|0
20028|MKW 04|180.99054 |   1.88829 |GClstr|  5996| 0.020000 |    |13.8A|  0.000|139|2|4|1|1|0|0
20029|USGC U448|180.99292 |   3.88083 |GTrpl|  5674| 0.018926 |    |     |  0.000|1|0|0|0|0|0|0
20030|UGC 07046|181.00050 |  49.11267 |G|  5513| 0.018389 |    |15.6g|  0.000|12|0|35|3|2|11|0
20031|SDSS J120403.13+613810.4|181.01309 |  61.63628 |G|  4201| 0.014012 |    |17.0g|  0.000|4|0|43|2|2|8|0
20032|2MASX J12040334+5512177|181.01399 |  55.20493 |G|  5852| 0.019519 |    |16.0g|  0.000|6|0|48|3|2|10|0
20033|NGC 4063|181.02496 |   1.84698 |G|  4917| 0.016401 |    |14.7g|  0.000|26|0|54|5|10|8|1
20034|CGCG 013-056|181.04060 |   1.82596 |G|  5170| 0.017244 |    |15.5g|  0.000|21|0|41|5|8|6|0
20035|SDSS J120410.22+171225.4|181.04267 |  17.20733 |G|  4281| 0.014281 |    |17.43|  0.000|3|0|8|0|0|0|0
20036|2MASX J12041309+0154005|181.05454 |   1.90016 |G|  5752| 0.019187 |    |16.5g|  0.000|12|0|39|3|4|6|0
20037|2MASXi J1204163-162703|181.06842 | -16.45123 |G|  3843| 0.012819 |    |16.25|  0.000|1|0|4|1|1|0|0
20038|SDSS J120416.71+020008.3|181.06965 |   2.00232 |G|  5385| 0.017964 |    |17.9g|  0.000|6|0|29|3|2|4|0
20039|KUG 1201+175|181.07071 |  17.24350 |G|  4251| 0.014181 |    |17.17|  0.000|5|0|13|0|0|2|0
20040|WKK 0576|181.07075 | -52.63222 |G|  4707| 0.015701 |    |16.4 |  0.000|6|0|9|0|2|2|0
20041|CGCG 041-036|181.07225 |   3.87294 |G|  5710| 0.019047 |    |15.7g|  0.000|20|0|52|4|6|10|0
20042|HDCE 0692|181.10500 |   1.90056 |GClstr|  5846| 0.019500 |    |13.8 |  0.000|19|0|1|0|4|0|0
20043|NGC 4073|181.11277 |   1.89597 |G|  5871| 0.019584 |    |12.9g|  0.000|117|4|67|7|17|15|0
20044|CGCG 013-059|181.11625 |   1.89556 |GPair|  5952| 0.019854 |    |12.41|  0.000|59|3|1|1|0|0|0
20045|SDSS J120428.85+291955.1|181.12021 |  29.33197 |G|  3792| 0.012648 |    |17.5g|  0.000|1|0|4|0|2|0|2
20046|SDSS J120428.85+291955.0|181.12022 |  29.33197 |G|  3797| 0.012664 |    |17.5g|  0.000|2|0|15|1|0|4|2
20047|2MASX J12042946+0156236|181.12280 |   1.93997 |G|  5182| 0.017285 |    |16.5g|  0.000|18|0|54|4|6|10|0
20048|SDSS J120430.27+014102.4|181.12615 |   1.68400 |G|  5673| 0.018924 |    |17.7g|  0.000|8|0|45|4|2|8|0
20049|ESO 171- G 007|181.12617 | -54.09267 |G|  4482| 0.014950 |    |15.29|  0.000|5|0|15|1|2|14|0
20050|SDSS J120430.82+022036.1|181.12844 |   2.34338 |G|  5978| 0.019942 |    |16.5g|  0.000|10|0|44|2|3|8|0
20051|LDCE 0863|181.12917 |   2.04361 |GGroup|  5985| 0.019964 |    |     |  0.000|1|0|0|0|1|0|0
20052|NGC 4139|181.14179 |   1.80160 |G|  5601| 0.018683 |    |14.4g|  0.000|37|0|56|5|14|13|0
20053|2MASX J12043503-1715031|181.14591 | -17.25118 |G|  5632| 0.018786 |    |16.50|  0.000|1|0|13|1|1|2|0
20054|SDSS J120436.75+015508.3|181.15316 |   1.91898 |G|  5876| 0.019600 |    |18.7g|  0.000|2|0|16|3|1|4|0
20055|2MASXi J1204380-164101|181.15874 | -16.68378 |G|  5730| 0.019113 |    |16.21|  0.000|2|0|4|1|1|0|0
20056|SDSS J120445.96+014814.2|181.19151 |   1.80395 |G|  5876| 0.019600 |    |18.0g|  0.000|9|0|26|3|2|4|0
20057|ESO 171- G 008|181.19325 | -53.17467 |G|  4544| 0.015157 |    |14.33|  0.000|19|2|19|1|0|17|0
20058|2MASX J12044643+0200191|181.19340 |   2.00522 |G|  4654| 0.015524 |    |17.1g|  0.000|9|0|39|3|3|6|1
20059|UGC 07065|181.19668 |  -2.72008 |G|  5887| 0.019637 |    |14.6g|  0.000|33|0|54|8|7|15|0
20060|ESO 217- G 022|181.20112 | -50.25086 |G|  4116| 0.013728 |    |14.58|  0.000|17|1|20|2|2|16|0
20061|2MASX J12044913-5124450|181.20458 | -51.41247 |G|  5624| 0.018760 |    |16.9b|  0.000|0|0|9|0|1|2|0
20062|USGC U450|181.21208 |  -2.68472 |GGroup|  5971| 0.019917 |    |     |  0.000|1|0|0|0|0|0|0
20063|Mr19:[BFW2006] 01741|181.21339 |  -2.78047 |GTrpl|  5906| 0.019700 |    |     |  0.000|1|0|0|0|0|0|0
20064|ESO 267- G 013|181.22025 | -43.73164 |G|  4461| 0.014880 |    |14.15|  0.000|26|2|23|3|5|16|0
20065|2MASX J12045330+0156321|181.22198 |   1.94228 |G|  5739| 0.019143 |    |16.1g|  0.000|17|0|54|4|5|10|0
20066|2MASX J12045416+0149171|181.22584 |   1.82130 |G|  5772| 0.019253 |    |16.7g|  0.000|13|0|54|4|5|10|0
20067|SDSS J120454.92+240648.7|181.22911 |  24.11345 |G|  3181| 0.010610 |    |17.84|  0.000|3|0|4|0|0|0|0
20068|2MASX J12045508+1958552|181.22945 |  19.98198 |G|  5862| 0.019553 |    |17.32|  0.000|4|0|28|1|1|6|0
20069|CGCG 013-068|181.23201 |  -3.19952 |G|  5842| 0.019487 |    |15.1g|  0.000|22|0|52|6|7|10|0
20070|MCG +04-29-013|181.23214 |  21.42611 |G|  3129| 0.010436 |    |15.5 |  0.000|8|0|24|2|1|7|0
20071|SDSS J120455.90+015403.0|181.23295 |   1.90086 |G|  5864| 0.019561 |    |17.9g|  0.000|9|0|25|3|2|4|0
20072|LDCE 0865|181.23500 | -36.47167 |GTrpl|  3851| 0.012846 |    |     |  0.000|1|0|0|0|1|0|0
20073|ESO 171- G 009|181.24483 | -53.23636 |G|  4842| 0.016151 |    |16.62|  0.000|8|1|15|1|2|14|0
20074|GALEXASC J120501.00-050139.6  |181.25446 |  -5.02794 |G|  5636| 0.018800 |    |16.23|  0.000|1|0|5|2|1|0|0
20075|SDSS J120503.79+023401.3|181.26582 |   2.56706 |G|  5932| 0.019788 |    |18.3g|  0.000|3|0|43|2|2|8|0
20076|SDSS J120504.27+264512.2|181.26779 |  26.75339 |G|  3149| 0.010505 |    |17.1g|  0.000|2|0|0|0|3|0|0
20077|SDSS J120504.88+530144.7|181.27038 |  53.02910 |G|  3568| 0.011902 |    |17.1g|  0.000|4|0|39|2|2|8|0
20078|FGC 1359|181.27375 |  -3.87633 |G|  5712| 0.019053 | ?  |16.50|  0.000|7|1|6|4|1|0|0
20079|MCG +09-20-085|181.28154 |  53.89794 |G|  3841| 0.012813 |    |17.3g|  0.000|7|0|24|2|2|5|0
20080|SDSS J120508.46+022044.6|181.28527 |   2.34574 |G|  5678| 0.018940 |    |18.4g|  0.000|4|0|35|2|1|8|0
20081|GALEXASC J120508.75-004253.7  |181.28654 |  -0.71536 |G|  5726| 0.019100 |    |19.0r|  0.000|2|0|9|2|1|0|0
20082|MCG -01-31-003|181.30173 |  -3.90409 |G|  5631| 0.018783 |    |14.63|  0.000|8|1|15|3|4|4|1
20083|SDSS J120512.77+284654.8|181.30321 |  28.78189 |PofG|  3191| 0.010643 |    |15.0g|  0.000|1|0|0|0|2|0|0
20084|UGC 07072|181.30323 |  28.78189 |G|  3154| 0.010521 |    |13.9 |  0.000|36|0|37|5|6|10|0
20085|SDSS J120516.51+281330.2|181.31880 |  28.22507 |G|  3511| 0.011711 |    |16.4g|  0.000|4|0|21|2|3|4|0
20086|SBS 1202+606|181.32071 |  60.33900 |G|  5949| 0.019845 |    |17.7g|  0.000|8|0|41|2|2|8|0
20087|SDSS J120518.83+013815.2|181.32846 |   1.63756 |G|  5602| 0.018685 |    |17.4g|  0.000|9|0|41|4|4|8|0
20088|SDSS J120520.15+014643.4|181.33400 |   1.77873 |G|  5823| 0.019423 |    |16.8g|  0.000|10|0|45|4|4|8|0
20089|AGC 226024|181.33875 |  15.51056 |G|  5195| 0.017329 |    |     |  0.000|4|1|1|0|2|0|3
20090|UGC 07073|181.34651 |  17.88600 |G|  4375| 0.014593 |    |14.06|  0.000|46|2|39|6|5|10|1
20091|UGC 07074|181.34754 |  17.91992 |G|  4268| 0.014237 |    |14.67|  0.000|44|2|40|4|5|11|0
20092|SDSS J120523.41+175322.8|181.34757 |  17.88969 |G|  4392| 0.014651 |    |16.8g|  0.000|3|0|15|1|0|4|1
20093|WKK 0607|181.34811 | -53.36010 |G|  4875| 0.016261 |    |16.4B|  0.000|5|0|1|0|2|0|0
20094|2dFGRS N120Z152|181.35393 |  -4.15772 |G|  5725| 0.019098 |:   |19.47|  0.000|0|0|1|1|0|0|0
20095|2MASX J12052749+0156531|181.36470 |   1.94812 |G|  5609| 0.018710 |    |16.6g|  0.000|13|0|54|4|4|10|0
20096|SDSS J120527.92+015140.9|181.36635 |   1.86137 |G|  4830| 0.016110 |    |18.1g|  0.000|7|0|40|4|3|8|0
20097|NGC 4087|181.39721 | -26.52264 |G|  3333| 0.011118 |    |13.30|  0.000|26|1|22|1|4|17|0
20098|ESO 267- G?014|181.39981 | -43.77007 |G|  3018| 0.010067 |    |17.20|  0.000|12|3|11|2|1|10|0
20099|CGCG 013-072|181.41971 |   1.57506 |G|  5842| 0.019487 |    |15.0g|  0.000|29|0|55|7|12|10|1
20100|WKK 0613|181.42439 | -53.16065 |G|  4548| 0.015170 |    |18.2 |  0.000|4|0|0|0|2|0|0
20101|SDSS J120544.31+590047.3|181.43466 |  59.01314 |G|  3210| 0.010709 |    |17.9g|  0.000|4|0|39|2|2|8|0
20102|LGG 268|181.45968 |  17.84002 |GTrpl|  4311| 0.014381 |    |     |  0.000|4|0|0|0|2|0|0
20103|LCRS B120317.5-122355|181.46507 | -12.67722 |G|  5075| 0.016928 |    |17.29|  0.000|1|0|5|1|1|0|0
20104|SDSS J120552.05+292648.2|181.46687 |  29.44672 |G|  3785| 0.012625 |    |16.9g|  0.000|4|0|4|0|3|0|0
20105|IC 0761|181.47373 | -12.67334 |G|  5474| 0.018259 |    |15.43|  0.000|5|1|13|1|2|4|0
20106|SDSS J120553.74+293026.4|181.47393 |  29.50736 |G|  3705| 0.012360 |    |17.7g|  0.000|3|0|19|1|3|4|1
20107|MCG -02-31-015|181.48830 | -12.66401 |G|  5475| 0.018263 |    |15   |  0.000|6|1|14|1|2|3|0
20108|SDSS J120559.75+015308.8|181.49900 |   1.88579 |G|  5871| 0.019583 |    |17.7g|  0.000|10|0|29|3|3|4|0
20109|GALEXASC J120601.96-140456.5  |181.50796 | -14.08254 |G|  5371| 0.017916 |    |16.26|  0.000|1|0|4|1|1|0|0
20110|GALEXMSC J120603.15+013319.3  |181.51303 |   1.55495 |G|  5906| 0.019700 |    |18.97|  0.000|3|0|5|2|1|0|0
20111|SDSS J120605.15+483650.9|181.52149 |  48.61416 |G|  5797| 0.019338 |    |18.1g|  0.000|4|0|39|2|2|8|0
20112|WKK 0619|181.53799 | -52.99119 |G|  4806| 0.016031 |    |18.6 |  0.000|3|0|0|0|1|0|0
20113|SBS 1203+592|181.55917 |  58.97111 |G|  3256| 0.010861 |    |16.23|  0.000|11|2|0|0|0|2|5
20114|SDSS J120614.81+585822.6|181.56175 |  58.97294 |G|  3311| 0.011043 |    |18.4g|  0.000|6|0|20|1|2|4|0
20115|SDSS J120615.77+065018.2|181.56573 |   6.83839 |G|  5698| 0.019007 |    |16.7g|  0.000|4|0|35|2|3|8|0
20116|ESO 379- G 026|181.57067 | -35.98053 |G|  3903| 0.013019 |    |15   |  0.000|11|3|15|2|2|15|0
20117|SDSS J120617.67+585933.0|181.57365 |  58.99253 |G|  3394| 0.011321 |    |17.5g|  0.000|3|0|39|2|1|8|0
20118|2MASX J12061815-3600151|181.57554 | -36.00431 |G|  3803| 0.012685 |    |16.0b|  0.000|5|0|9|0|1|2|0
20119|ESO 267- G 016|181.59504 | -44.44847 |G|  3108| 0.010367 |    |14.21|  0.000|14|0|32|2|3|14|0
20120|GALEXASC J120623.10-042343.9  |181.59637 |  -4.39542 |G|  5701| 0.019015 |    |16.81|  0.000|1|0|5|2|1|0|0
20121|CGCG 013-076|181.63159 |   1.61663 |G|  5874| 0.019594 |    |15.9g|  0.000|22|0|37|6|8|6|0
20122|KUG 1204+253|181.65071 |  25.11388 |G|  3183| 0.010617 |    |17.06|  0.000|12|0|28|3|3|6|0
20123|SDSS J120639.31-031217.3|181.66379 |  -3.20481 |G|  5846| 0.019500 |:   |18.94|  0.000|2|0|20|3|1|4|0
20124|2MASX J12063939+0117030|181.66410 |   1.28424 |G|  5426| 0.018099 |    |15.8g|  0.000|10|0|49|5|4|10|0
20125|SDSS J120641.24+474704.4|181.67184 |  47.78458 |G|  5603| 0.018689 |    |17.9g|  0.000|4|0|43|2|2|8|0
20126|UGC 07100|181.68533 |  17.71537 |G|  4318| 0.014403 |    |14.3g|  0.000|39|0|52|5|4|13|0
20127|2MASX J12064943-5213148|181.70608 | -52.22072 |G|  4392| 0.014650 |    |12.9J|  0.000|1|0|13|1|3|2|0
20128|GALEXASC J120650.70-141255.3  |181.71107 | -14.21548 |G|  4004| 0.013356 |    |16.16|  0.000|2|0|4|1|1|0|0
20129|MCG -02-31-017|181.71292 | -11.09442 |G|  4459| 0.014874 |    |14.50|  0.000|31|0|25|2|4|5|0
20130|SDSS J120652.48+294426.9|181.71871 |  29.74083 |G|  4167| 0.013898 |    |17.3g|  0.000|2|0|15|1|0|4|2
20131|SDSS J120652.49+294427.0|181.71871 |  29.74083 |G|  4153| 0.013853 |    |17.3g|  0.000|1|0|4|0|2|0|2
20132|SDSS J120653.80+560746.2|181.72421 |  56.12953 |G|  5237| 0.017468 |    |17.5g|  0.000|5|0|20|1|2|4|0
20133|2MASX J12065497-1446335|181.72919 | -14.77611 |G|  5509| 0.018376 |    |16.03|  0.000|5|0|14|1|1|2|0
20134|NGC 4114|181.80119 | -14.18546 |G|  4096| 0.013663 |    |13.97|  0.000|19|1|14|2|3|6|0
20135|2MASX J12071554+3004502|181.81479 |  30.08067 |G|  3704| 0.012356 |    |16.3g|  0.000|7|0|17|0|3|2|0
20136|SDSS J120715.59+300446.8|181.81501 |  30.07968 |G|  3669| 0.012240 |    |17.7g|  0.000|4|0|15|1|3|4|0
20137|KUG 1204+206|181.82743 |  20.37141 |G|  3261| 0.010878 |    |15.7g|  0.000|7|0|28|3|1|6|0
20138|SDSS J120724.66+601232.9|181.85275 |  60.20917 |G|  4334| 0.014458 |    |17.2g|  0.000|4|0|26|1|1|4|0
20139|LCRS B120451.0-115022|181.85451 | -12.11748 |G|  4400| 0.014677 |    |16.61|  0.000|5|0|14|2|1|2|0
20140|SDSS J120729.08+490141.1|181.87118 |  49.02811 |G|  3477| 0.011599 |    |17.9g|  0.000|4|0|39|2|2|8|0
20141|SDSS J120731.10+255336.1|181.87977 |  25.89347 |G|  3251| 0.010844 |    |18.40|  0.000|3|0|4|0|0|0|0
20142|SDSS J120731.97+013814.4|181.88322 |   1.63736 |G|  5905| 0.019696 |    |17.6g|  0.000|8|0|44|4|3|8|0
20143|2MASX J12073380+4817459|181.89070 |  48.29624 |G|  4409| 0.014706 |    |16.0g|  0.000|7|0|48|3|2|10|0
20144|MCG -02-31-019|181.90983 | -14.96961 |G|  5375| 0.017929 |    |13.94|  0.000|26|0|25|2|4|6|0
20145|ESO 573- G 002|181.91933 | -18.07379 |G|  5790| 0.019313 |    |15   |  0.000|18|0|22|2|4|6|0
20146|FGC 1370|181.92575 | -16.84986 |G|  3751| 0.012512 |    |16.7 |  0.000|5|0|4|1|1|0|0
20147|SDSS J120743.18+295121.7|181.92996 |  29.85606 |G|  3650| 0.012176 |    |16.4g|  0.000|3|0|0|0|3|0|0
20148|[MFB2005] J120759.33+251145.9 |181.99721 |  25.19608 |G|  5896| 0.019667 |    |     |  0.000|1|0|0|0|0|0|0
20149|SDSS J120800.51+012142.5|182.00216 |   1.36183 |G|  5936| 0.019800 |    |18.7g|  0.000|4|0|16|3|1|4|0
20150|LGG 273|182.00542 | -15.49667 |GTrpl|  5265| 0.017562 |    |     |  0.000|2|0|0|0|1|0|0
20151|AGC 749229|182.01583 |  26.35472 |RadioS|  3273| 0.010918 |    |     |  0.000|1|0|0|0|1|0|0
20152|LSBC F859-08|182.01648 |   0.69760 |G|  5882| 0.019620 |    |16.0g|  0.000|23|0|55|4|4|10|0
20153|2MASXi J1208049-151727|182.02062 | -15.29106 |G|  5494| 0.018326 |    |16.2b|  0.000|0|0|4|0|1|0|0
20154|SDSS J120806.10+251602.5|182.02550 |  25.26747 |G|  5813| 0.019390 |    |18.26|  0.000|4|0|0|0|0|0|0
20155|SDSS J120807.60+545402.9|182.03173 |  54.90082 |G|  3353| 0.011184 |    |17.8g|  0.000|4|0|39|2|1|8|0
20156|MCG -03-31-023|182.04546 | -15.80344 |G|  5247| 0.017502 |    |14.25|  0.000|22|0|20|0|4|6|0
20157|CGCG 013-082|182.05766 |  -2.53719 |G|  5868| 0.019574 |    |15.73|  0.000|14|0|31|6|4|6|0
20158|MCG -02-31-019a|182.06129 | -15.71706 |G|  5256| 0.017532 |    |14.00|  0.000|23|0|19|2|4|7|0
20159|SDSS J120816.79+252319.1|182.06998 |  25.38867 |G|  3169| 0.010571 |    |     |  0.000|4|0|4|0|1|0|0
20160|2MASX J12081845+2509410|182.07677 |  25.16143 |G|  5798| 0.019340 |    |16.75|  0.000|5|0|28|2|1|6|0
20161|2MASXi J1208240+435213|182.09997 |  43.87012 |G|  5913| 0.019725 |    |16.8g|  0.000|4|0|39|2|2|8|0
20162|SDSS J120826.59+141629.2|182.11081 |  14.27479 |G|  3999| 0.013338 |    |17.3g|  0.000|3|0|39|2|2|8|0
20163|GALEXASC J120829.41-061751.2  |182.12250 |  -6.29792 |G|  5524| 0.018425 |    |18.45|  0.000|0|0|5|2|1|0|0
20164|ESO 171- G 011|182.14671 | -54.09953 |G|  5760| 0.019213 |    |17.0B|  0.000|9|1|17|1|3|12|0
20165|HIPASS J1208-65|182.15292 | -65.51000 |G|  5494| 0.018325 |    |     |  0.000|3|0|1|0|1|0|0
20166|HIJASS J1208+29|182.15708 |  29.21222 |G|  3884| 0.012956 |    |     |  0.000|1|0|0|0|0|0|2
20167|LEDA 100732|182.16958 | -35.05194 |G|  3338| 0.011134 |    |     |  0.000|3|0|0|0|0|0|0
20168|2MASX J12084276+0127227|182.17817 |   1.45635 |G|  5550| 0.018513 |    |16.8g|  0.000|8|0|53|4|3|10|0
20169|SDSS J120844.40+291604.5|182.18503 |  29.26795 |G|  3621| 0.012077 |    |19.43|  0.000|3|0|19|1|0|4|0
20170|NGC 4131|182.19704 |  29.30478 |G|  3836| 0.012796 |    |13.8g|  0.000|50|2|37|5|11|11|0
20171|GALEXMSC J120852.98+004221.6  |182.22071 |   0.70556 |G|  5666| 0.018900 |    |19.14|  0.000|3|0|5|2|1|0|0
20172|GALEXASC J120856.48-051201.4  |182.23533 |  -5.20056 |G|  5848| 0.019508 |    |18.29|  0.000|1|0|5|2|1|0|0
20173|WBL 382|182.23541 |  29.23847 |GGroup|  3876| 0.012929 |    |     |  0.000|2|0|0|0|1|0|0
20174|USGC U459|182.24833 |  29.24389 |GTrpl|  3873| 0.012919 |    |     |  0.000|2|0|0|0|0|0|0
20175|ESO 379- G 030|182.24871 | -36.70358 |G|  3915| 0.013059 |    |15.5 |  0.000|22|0|25|3|3|16|0
20176|NGC 4132|182.25585 |  29.25010 |G|  4014| 0.013389 |    |14.4g|  0.000|53|1|40|9|9|10|0
20177|SDSS J120901.56+291508.1|182.25650 |  29.25228 |PofG|  3867| 0.012900 |    |17.8g|  0.000|4|0|2|1|3|0|0
20178|SDSS J120907.87+292756.5|182.28281 |  29.46570 |G|  3880| 0.012941 |    |18.12|  0.000|3|0|19|1|3|4|0
20179|KUG 1206+295B|182.28994 |  29.27350 |G|  3928| 0.013102 |    |16.0g|  0.000|22|1|29|3|6|8|0
20180|NGC 4134|182.29171 |  29.17691 |G|  3826| 0.012762 |    |13.59|  0.000|72|1|52|8|11|11|0
20181|SDSS J120911.18+291020.0|182.29658 |  29.17222 |G|  3676| 0.012263 |    |17.1g|  0.000|3|0|0|0|3|0|0
20182|SDSS J120913.12+015011.6|182.30470 |   1.83657 |G|  5814| 0.019393 |    |17.4g|  0.000|8|0|29|3|4|4|0
20183|SDSS J120913.44+275225.0|182.30601 |  27.87363 |G|  4167| 0.013900 |    |17.2g|  0.000|3|0|19|1|3|4|0
20184|SDSS J120915.26+530938.8|182.31358 |  53.16078 |G|  3869| 0.012906 |    |17.6g|  0.000|2|0|24|1|2|4|0
20185|SDSS J120916.45+105653.8|182.31855 |  10.94828 |G|  4566| 0.015231 |    |17.1g|  0.000|7|0|40|2|3|8|0
20186|GALEXASC J120917.28+010905.9  |182.32194 |   1.15157 |G|  5936| 0.019800 |    |19.30|  0.000|3|0|9|2|1|0|0
20187|2MASX J12092106-1235584|182.33775 | -12.59958 |G|  5472| 0.018253 |    |14.7R|  0.000|3|0|13|0|1|2|0
20188|CGCG 013-087|182.36933 |   0.53325 |G|  5829| 0.019443 |    |15.6g|  0.000|19|0|43|4|4|6|0
20189|SDSS J120934.62+292011.6|182.39429 |  29.33658 |G|  3845| 0.012825 |    |19.2g|  0.000|3|0|4|0|3|0|3
20190|SDSS J120938.60+005725.2|182.41084 |   0.95703 |G|  5829| 0.019444 |    |18.0g|  0.000|8|0|45|4|3|8|0
20191|SDSS J120939.77+560924.0|182.41575 |  56.15669 |G|  4997| 0.016667 |    |17.7g|  0.000|5|0|24|1|2|4|0
20192|PGC 038660|182.41854 | -15.86157 |EmLS|  5428| 0.018106 |    |18.0 |  0.000|1|0|0|0|1|0|0
20193|SDSS J120943.26+293514.9|182.43029 |  29.58750 |G|  3827| 0.012766 |    |18.34|  0.000|3|0|19|1|2|4|0
20194|SDSS J120949.80+284936.7|182.45752 |  28.82686 |G|  3867| 0.012900 |    |19.1g|  0.000|1|0|19|1|1|4|0
20195|UGC 07148|182.47444 |   0.92851 |G|  5875| 0.019598 |    |15.4g|  0.000|31|0|57|6|5|13|1
20196|SDSS J120955.18+020406.9|182.47993 |   2.06859 |G|  5505| 0.018363 |    |17.5g|  0.000|4|0|28|1|1|4|0
20197|SDSS J120955.84+295359.5|182.48270 |  29.89988 |G|  3842| 0.012815 |    |17.2g|  0.000|4|0|23|1|3|4|0
20198|6dF J1210017-164015|182.50729 | -16.67086 |G|  3806| 0.012695 |    |15.19|  0.000|1|0|3|0|1|0|0
20199|LCRS B120729.0-115710|182.51367 | -12.23078 |G|  4431| 0.014780 |    |15.48|  0.000|5|0|14|1|1|2|0
20200|CGCG 215-043|182.52231 |  43.44275 |G|  5931| 0.019785 |    |15.2g|  0.000|12|0|53|5|3|12|0
20201|UGCl 257|182.52380 |  57.30522 |GClstr|  4940| 0.016478 |    |     |  0.000|3|0|0|0|0|0|0
20202|UGCl 257 NED01|182.52380 |  57.30522 |GClstr|  4940| 0.016478 |    |     |  0.000|2|0|0|0|0|0|0
20203|UGCl 257 NED02|182.52380 |  57.30522 |GClstr|  3055| 0.010190 |    |     |  0.000|2|0|0|0|0|0|0
20204|NGC 4148|182.53319 |  35.87762 |G|  4975| 0.016595 |    |13.9g|  0.000|35|2|65|8|6|15|0
20205|2MASX J12101027-1541047|182.54279 | -15.68472 |G|  5210| 0.017379 |    |16.8b|  0.000|0|0|13|0|1|2|0
20206|Mr18:[BFW2006] 00191|182.56400 |   0.88924 |GGroup|  5975| 0.019930 |    |     |  0.000|1|0|0|0|0|0|0
20207|SDSS J121019.56+131844.8|182.58150 |  13.31244 |G|  4026| 0.013429 |    |18.1g|  0.000|7|0|21|1|4|4|0
20208|SDSS J121029.41+004532.8|182.62254 |   0.75912 |G|  5606| 0.018700 | ?  |20.3b|  0.000|1|0|26|1|1|4|0
20209|Mr19:[BFW2006] 00462|182.62759 |   0.85997 |GTrpl|  5978| 0.019940 |    |     |  0.000|1|0|0|0|0|0|0
20210|HIPASS J1210-16|182.62792 | -16.67417 |G|  3812| 0.012714 |    |     |  0.000|2|0|1|0|1|0|0
20211|2MASX J12103114+0040217|182.62970 |   0.67277 |G|  5951| 0.019850 |    |18.1g|  0.000|6|0|46|4|3|10|0
20212|NGC 4151 GROUP|182.63137 |  39.40522 |GGroup|  3873| 0.012920 |    |     |  0.000|8|0|0|0|0|0|4
20213|NGC 4149|182.63682 |  58.30415 |G|  3056| 0.010194 |    |13.8g|  0.000|31|1|58|7|5|14|1
20214|LCRS B120803.8-023551|182.65686 |  -2.87544 |G|  5595| 0.018662 |    |18.14|  0.000|3|0|21|4|1|4|0
20215|UGCl 258|182.65742 |  35.77189 |GClstr|  4975| 0.016595 |    |     |  0.000|2|0|0|0|0|0|0
20216|ESO 171- G 013|182.70108 | -52.85608 |G|  4681| 0.015614 |    |16.4B|  0.000|11|2|17|2|0|16|0
20217|SDSS J121048.59+584928.6|182.70246 |  58.82461 |G|  3063| 0.010217 |    |17.5g|  0.000|5|0|25|1|2|4|0
20218|SDSS J121050.30+003545.2|182.70962 |   0.59590 |G|  5996| 0.020000 |    |17.84|  0.000|6|0|24|3|1|4|0
